title,year,cited_by,doi,venue,authors,method_relevance,areas,doi_url,oa_pdf_url,landing_url,openalex_url,is_oa
Mapping stream and floodplain geomorphometry with the Floodplain and Channel Evaluation Tool,2023,6,10.1111/1752-1688.13163,JAWRA Journal of the American Water Resources Association,Kristina G. Hopkins; Labeeb Ahmed; Peter R. Claggett,1.5,corridor_vbet,https://doi.org/10.1111/1752-1688.13163,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1752-1688.13163,https://doi.org/10.1111/1752-1688.13163,https://openalex.org/W4386328588,True
An investigation into remote sensing techniques for describing hydraulic roughness,2018,5,,UNM’s Digital Repository (University of New Mexico),Smriti Chaulagain,1.5,russian_olive,,,,,
Mapping native and non-native riparian vegetation in the Colorado River Watershed,2018,4,,Digital Collections of Colorado (Colorado State University),Paul Evangelista; Nicholas E. Young; Tony Vorster,1.5,russian_olive; beetle_defoliation,,,,,
Detecting invasive woody increment in agricultural areas with Earth Observation technology,2015,3,10.17700/jai.2015.6.1.157,Journal of Agricultural Informatics,Györk Fülöp; Gábor Bakó; Boglárka Szabó,1.5,russian_olive,https://doi.org/10.17700/jai.2015.6.1.157,https://journal.magisz.org/index.php/jai/article/download/157/pdf_3,https://doi.org/10.17700/jai.2015.6.1.157,https://openalex.org/W2006195468,True
Harnessing Massive Satellite Imagery with Efficient Masked Image Modeling,2024,3,10.48550/arxiv.2406.11933,arXiv (Cornell University),Fengxiang Wang; Hongzhen Wang; Di Wang,1.5,satmae_scalemae,https://doi.org/10.48550/arxiv.2406.11933,https://arxiv.org/pdf/2406.11933,http://arxiv.org/abs/2406.11933,https://openalex.org/W4399836662,True
Foundation Models for Astrobiology: Paper I—Workshop and Overview,2025,2,10.1177/15311074251403557,Astrobiology,Ryan Felton; Caleb Scharf; Stuart Bartlett,1.5,prithvi,https://doi.org/10.1177/15311074251403557,http://arxiv.org/pdf/2510.08636,https://doi.org/10.1177/15311074251403557,https://openalex.org/W4417195524,True
Deep learning in remote sensing applications: A meta-analysis and review,2019,2324,10.1016/j.isprsjprs.2019.04.015,ISPRS Journal of Photogrammetry and Remote Sensing,Lei Ma; Yü Liu; Xueliang Zhang,1.0,fm_finetune_seg,https://doi.org/10.1016/j.isprsjprs.2019.04.015,https://doi.org/10.1016/j.isprsjprs.2019.04.015,https://doi.org/10.1016/j.isprsjprs.2019.04.015,https://openalex.org/W2940726923,True
Plant phenology and global climate change: Current progresses and challenges,2019,2057,10.1111/gcb.14619,Global Change Biology,Shilong Piao; Qiang Liu; Anping Chen,1.0,invasive_phenology_ts,https://doi.org/10.1111/gcb.14619,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/gcb.14619,https://doi.org/10.1111/gcb.14619,https://openalex.org/W2922633580,True
"Dynamic World, Near real-time global 10 m land use land cover mapping",2022,1023,10.1038/s41597-022-01307-4,Scientific Data,Christopher F. Brown; Steven P. Brumby; Brookie Guzder-Williams,1.0,weak_supervision_rs,https://doi.org/10.1038/s41597-022-01307-4,https://www.nature.com/articles/s41597-022-01307-4.pdf,https://doi.org/10.1038/s41597-022-01307-4,https://openalex.org/W4281619551,True
Multisource and Multitemporal Data Fusion in Remote Sensing: A Comprehensive Review of the State of the Art,2019,576,10.1109/mgrs.2018.2890023,IEEE Geoscience and Remote Sensing Magazine,Pedram Ghamisi; Richard Gloaguen; Peter M. Atkinson,1.0,fm_riparian,https://doi.org/10.1109/mgrs.2018.2890023,https://eprints.lancs.ac.uk/id/eprint/132809/1/Paper.pdf,https://doi.org/10.1109/mgrs.2018.2890023,https://openalex.org/W2923136550,True
Leaf‐out phenology of temperate woody plants: from trees to ecosystems,2011,559,10.1111/j.1469-8137.2011.03803.x,New Phytologist,Caroline A. Polgar; Richard B. Primack,1.0,invasive_phenology_ts,https://doi.org/10.1111/j.1469-8137.2011.03803.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1469-8137.2011.03803.x,https://doi.org/10.1111/j.1469-8137.2011.03803.x,https://openalex.org/W2147884606,True
Linking plant phenology to conservation biology,2016,415,10.1016/j.biocon.2015.12.033,Biological Conservation,Leonor Patrícia Cerdeira Morellato; Bruna Alberton; Swanni T. Alvarado,1.0,invasive_phenology_ts,https://doi.org/10.1016/j.biocon.2015.12.033,https://ueaeprints.uea.ac.uk/id/eprint/56754/1/Morellato_et_al_2016_preprint.pdf,https://doi.org/10.1016/j.biocon.2015.12.033,https://openalex.org/W2233094088,True
Deep Learning for Change Detection in Remote Sensing Images: Comprehensive Review and Meta-Analysis,2020,414,10.1109/access.2020.3008036,IEEE Access,Lazhar Khelifi; Max Mignotte,1.0,weak_supervision_rs,https://doi.org/10.1109/access.2020.3008036,https://ieeexplore.ieee.org/ielx7/6287639/8948470/09136674.pdf,https://doi.org/10.1109/access.2020.3008036,https://openalex.org/W3037640242,True
Object Detection and Image Segmentation with Deep Learning on Earth Observation Data: A Review-Part I: Evolution and Recent Trends,2020,358,10.3390/rs12101667,Remote Sensing,Thorsten Hoeser; Claudia Kuenzer,1.0,fm_finetune_seg; unet_vs_pooling,https://doi.org/10.3390/rs12101667,https://www.mdpi.com/2072-4292/12/10/1667/pdf,https://doi.org/10.3390/rs12101667,https://openalex.org/W3027542479,True
Multispectral Remote Sensing from Unmanned Aircraft: Image Processing Workflows and Applications for Rangeland Environments,2011,325,10.3390/rs3112529,Remote Sensing,Andrea S. Laliberte; M. Goforth; C. M. Steele,1.0,fm_riparian,https://doi.org/10.3390/rs3112529,https://www.mdpi.com/2072-4292/3/11/2529/pdf?version=1403129380,https://doi.org/10.3390/rs3112529,https://openalex.org/W2139294397,True
U-Net-Based Medical Image Segmentation,2022,320,10.1155/2022/4189781,Journal of Healthcare Engineering,Xiaoxia Yin; Le Sun; Yuhan Fu,1.0,unet_vs_pooling,https://doi.org/10.1155/2022/4189781,https://downloads.hindawi.com/journals/jhe/2022/4189781.pdf,https://doi.org/10.1155/2022/4189781,https://openalex.org/W4224073284,True
The mechanisms of phenology: the patterns and processes of phenological shifts,2018,279,10.1002/ecm.1337,Ecological Monographs,Helen E. Chmura; Heather M. Kharouba; Jaime Ashander,1.0,tamarisk_phenology,https://doi.org/10.1002/ecm.1337,https://scholarworks.wm.edu/cgi/viewcontent.cgi?article=2210&context=vimsarticles,https://scholarworks.wm.edu/vimsarticles/1220,https://openalex.org/W2896164908,True
Change Detection Methods for Remote Sensing in the Last Decade: A Comprehensive Review,2024,202,10.3390/rs16132355,Remote Sensing,Guangliang Cheng; Yunmeng Huang; Xiangtai Li,1.0,unet_vs_pooling,https://doi.org/10.3390/rs16132355,https://www.mdpi.com/2072-4292/16/13/2355/pdf?version=1719492754,https://doi.org/10.3390/rs16132355,https://openalex.org/W4400081502,True
Effect of Attention Mechanism in Deep Learning-Based Remote Sensing Image Processing: A Systematic Literature Review,2021,200,10.3390/rs13152965,Remote Sensing,Saman Ghaffarian; João Valente; Mariska van der Voort,1.0,weak_supervision_rs,https://doi.org/10.3390/rs13152965,https://www.mdpi.com/2072-4292/13/15/2965/pdf?version=1627568111,https://doi.org/10.3390/rs13152965,https://openalex.org/W3192731655,True
Global transpiration data from sap flow measurements: the SAPFLUXNET database,2021,182,10.5194/essd-13-2607-2021,Earth system science data,Rafael Poyatos; Víctor Granda; Víctor Flo,1.0,tamarisk_phenology,https://doi.org/10.5194/essd-13-2607-2021,https://essd.copernicus.org/articles/13/2607/2021/essd-13-2607-2021.pdf,https://doi.org/10.5194/essd-13-2607-2021,https://openalex.org/W3092376471,True
Individual tree crown delineation in a highly diverse tropical forest using very high resolution satellite images,2018,151,10.1016/j.isprsjprs.2018.09.013,ISPRS Journal of Photogrammetry and Remote Sensing,Fabien Wagner; Matheus Pinheiro Ferreira; Alber Sánchez,1.0,invasive_phenology_ts,https://doi.org/10.1016/j.isprsjprs.2018.09.013,https://www.sciencedirect.com/science/article/pii/S0924271618302582?via%3Dihub,https://doi.org/10.1016/j.isprsjprs.2018.09.013,https://openalex.org/W2896206172,True
Accounting for Training Data Error in Machine Learning Applied to Earth Observations,2020,112,10.3390/rs12061034,Remote Sensing,Arthur Elmes; Hamed Alemohammad; Ryan Avery,1.0,fm_finetune_seg,https://doi.org/10.3390/rs12061034,https://doi.org/10.3390/rs12061034,https://doi.org/10.3390/rs12061034,https://openalex.org/W3012668426,True
Satellite Image Time Series Analysis for Big Earth Observation Data,2021,110,10.3390/rs13132428,Remote Sensing,Rolf Simões; Gilberto Câmara; Gilberto Ribeiro de Queiroz,1.0,fm_finetune_seg,https://doi.org/10.3390/rs13132428,https://www.mdpi.com/2072-4292/13/13/2428/pdf?version=1624334337,https://doi.org/10.3390/rs13132428,https://openalex.org/W3173608877,True
"NDVI Threshold-Based Urban Green Space Mapping from Sentinel-2A at the Local Governmental Area (LGA) Level of Victoria, Australia",2022,94,10.3390/land11030351,Land,Jagannath Aryal; Chiranjibi Sitaula; Sunil Aryal,1.0,riparian_s2_ml,https://doi.org/10.3390/land11030351,https://www.mdpi.com/2073-445X/11/3/351/pdf?version=1646049195,https://doi.org/10.3390/land11030351,https://openalex.org/W4214583129,True
Mapping Potential Groundwater‐Dependent Ecosystems for Sustainable Management,2014,91,10.1111/gwat.12169,Ground Water,Si Gou; S. Mata G. Gonzales; G. R. Miller,1.0,russian_olive,https://doi.org/10.1111/gwat.12169,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/gwat.12169,https://doi.org/10.1111/gwat.12169,https://openalex.org/W2000547551,True
A Multi-Attention UNet for Semantic Segmentation in Remote Sensing Images,2022,87,10.3390/sym14050906,Symmetry,Yu Sun; Fukun Bi; Yangte Gao,1.0,unet_vs_pooling,https://doi.org/10.3390/sym14050906,https://www.mdpi.com/2073-8994/14/5/906/pdf?version=1651214010,https://doi.org/10.3390/sym14050906,https://openalex.org/W4225165925,True
Land-Use Mapping for High-Spatial Resolution Remote Sensing Image Via Deep Learning: A Review,2021,84,10.1109/jstars.2021.3078631,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,Ning Zang; Yun Cao; Yuebin Wang,1.0,weak_supervision_rs,https://doi.org/10.1109/jstars.2021.3078631,https://ieeexplore.ieee.org/ielx7/4609443/9314330/09427218.pdf,https://doi.org/10.1109/jstars.2021.3078631,https://openalex.org/W3159993994,True
A review of remote sensing image segmentation by deep learning methods,2024,83,10.1080/17538947.2024.2328827,International Journal of Digital Earth,Jiangyun Li; Yuanxiu Cai; Qing Li,1.0,fm_finetune_seg; weak_supervision_rs; unet_vs_pooling,https://doi.org/10.1080/17538947.2024.2328827,https://www.tandfonline.com/doi/pdf/10.1080/17538947.2024.2328827?download=true,https://doi.org/10.1080/17538947.2024.2328827,https://openalex.org/W4392896817,True
Mapping canopy defoliation by herbivorous insects at the individual tree level using bi-temporal airborne imaging spectroscopy and LiDAR measurements,2018,80,10.1016/j.rse.2018.06.008,Remote Sensing of Environment,Ran Meng; Philip E. Dennison; Feng Zhao,1.0,tamarisk_phenology; beetle_defoliation,https://doi.org/10.1016/j.rse.2018.06.008,https://www.osti.gov/servlets/purl/1456888,https://www.osti.gov/biblio/1456888,https://openalex.org/W2809289465,True
Deep learning-based semantic segmentation of remote sensing images: a review,2023,77,10.3389/fevo.2023.1201125,Frontiers in Ecology and Evolution,Jinna Lv; Qi Shen; Mingzheng Lv,1.0,unet_vs_pooling,https://doi.org/10.3389/fevo.2023.1201125,https://www.frontiersin.org/articles/10.3389/fevo.2023.1201125/pdf,https://doi.org/10.3389/fevo.2023.1201125,https://openalex.org/W4384406330,True
CDUNet: Cloud Detection UNet for Remote Sensing Imagery,2021,68,10.3390/rs13224533,Remote Sensing,Kai Hu; Dongsheng Zhang; Min Xia,1.0,unet_vs_pooling,https://doi.org/10.3390/rs13224533,https://www.mdpi.com/2072-4292/13/22/4533/pdf?version=1636685268,https://doi.org/10.3390/rs13224533,https://openalex.org/W3214385370,True
Transfer learning in agriculture: a review,2025,68,10.1007/s10462-024-11081-x,Artificial Intelligence Review,Md Ismail Hossen; Mohammad Awrangjeb; Shirui Pan,1.0,fewshot_species_rs,https://doi.org/10.1007/s10462-024-11081-x,https://link.springer.com/content/pdf/10.1007/s10462-024-11081-x.pdf,https://doi.org/10.1007/s10462-024-11081-x,https://openalex.org/W4406813748,True
Investigation of land surface phenology detections in shrublands using multiple scale satellite data,2020,67,10.1016/j.rse.2020.112133,Remote Sensing of Environment,Dailiang Peng; Yan Wang; George Xian,1.0,invasive_phenology_ts,https://doi.org/10.1016/j.rse.2020.112133,,https://doi.org/10.1016/j.rse.2020.112133,https://openalex.org/W3093945933,False
A dual-branch weakly supervised learning based network for accurate mapping of woody vegetation from remote sensing images,2023,65,10.1016/j.jag.2023.103499,International Journal of Applied Earth Observation and Geoinformation,Youwei Cheng; Shaocheng Lan; Xijian Fan,1.0,self_supervised_veg,https://doi.org/10.1016/j.jag.2023.103499,https://doi.org/10.1016/j.jag.2023.103499,https://doi.org/10.1016/j.jag.2023.103499,https://openalex.org/W4387208258,True
Thermal remote sensing for plant ecology from leaf to globe,2022,64,10.1111/1365-2745.13957,Journal of Ecology,Martha M. Farella; Joshua B. Fisher; Wenzhe Jiao,1.0,fm_riparian,https://doi.org/10.1111/1365-2745.13957,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2745.13957,https://doi.org/10.1111/1365-2745.13957,https://openalex.org/W4283759663,True
"Landslide Susceptibility Mapping Using Feature Fusion-Based CPCNN-ML in Lantau Island, Hong Kong",2021,61,10.1109/jstars.2021.3066378,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,Yangyang Chen; Dongping Ming; Xiao Ling,1.0,self_supervised_veg,https://doi.org/10.1109/jstars.2021.3066378,https://ieeexplore.ieee.org/ielx7/4609443/9314330/09380727.pdf,https://doi.org/10.1109/jstars.2021.3066378,https://openalex.org/W3154456184,True
Advancing horizons in remote sensing: a comprehensive survey of deep learning models and applications in image classification and beyond,2024,58,10.1007/s00521-024-10165-7,Neural Computing and Applications,Sidike Paheding; Ashraf Saleem; Mohammad Faridul Haque Siddiqui,1.0,fewshot_species_rs,https://doi.org/10.1007/s00521-024-10165-7,https://link.springer.com/content/pdf/10.1007/s00521-024-10165-7.pdf,https://doi.org/10.1007/s00521-024-10165-7,https://openalex.org/W4401253027,True
Brain-Inspired Remote Sensing Interpretation: A Comprehensive Survey,2023,42,10.1109/jstars.2023.3247455,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,Licheng Jiao; Zhongjian Huang; Xu Liu,1.0,fewshot_species_rs,https://doi.org/10.1109/jstars.2023.3247455,https://ieeexplore.ieee.org/ielx7/4609443/4609444/10049618.pdf,https://doi.org/10.1109/jstars.2023.3247455,https://openalex.org/W4321487954,True
Development of Semantic Maps of Vegetation Cover from UAV Images to Support Planning and Management in Fine-Grained Fire-Prone Landscapes,2022,40,10.3390/rs14051262,Remote Sensing,Bianka Trenčanová; Vânia Proença; Alexandre Bernardino,1.0,fm_finetune_seg,https://doi.org/10.3390/rs14051262,https://www.mdpi.com/2072-4292/14/5/1262/pdf?version=1649312425,https://doi.org/10.3390/rs14051262,https://openalex.org/W4220664785,True
Learnable Gated Convolutional Neural Network for Semantic Segmentation in Remote-Sensing Images,2019,34,10.3390/rs11161922,Remote Sensing,Shichen Guo; Qizhao Jin; Hongzhen Wang,1.0,fm_finetune_seg,https://doi.org/10.3390/rs11161922,https://www.mdpi.com/2072-4292/11/16/1922/pdf?version=1566026683,https://doi.org/10.3390/rs11161922,https://openalex.org/W2969911358,True
OmniSat: Self-supervised Modality Fusion for Earth Observation,2024,28,10.1007/978-3-031-73390-1_24,Lecture notes in computer science,Guillaume Astruc; Nicolas Gonthier; Clément Mallet,1.0,fm_finetune_seg; presto_pixel_ts; self_supervised_veg,https://doi.org/10.1007/978-3-031-73390-1_24,https://arxiv.org/pdf/2404.08351,http://arxiv.org/abs/2404.08351,https://openalex.org/W4394838889,True
A Review on Recent Deep Learning-Based Semantic Segmentation for Urban Greenness Measurement,2024,23,10.3390/s24072245,Sensors,Doo Hong Lee; Hye Yeon Park; Joonwhoan Lee,1.0,fm_finetune_seg,https://doi.org/10.3390/s24072245,https://www.mdpi.com/1424-8220/24/7/2245/pdf?version=1711877907,https://doi.org/10.3390/s24072245,https://openalex.org/W4393356757,True
Scaling AI with Limited Labeled Data: A Self-Supervised Learning Approach,2025,12,10.62762/tetai.2025.607708,ICCK Transactions on Emerging Topics in Artificial Intelligence,Praveen Kumar Myakala,1.0,self_supervised_veg,https://doi.org/10.62762/tetai.2025.607708,https://www.iece.org/filebob/uploads/storage/TETAI_ROXZ3mg5q7dZjTQ.pdf,https://doi.org/10.62762/tetai.2025.607708,https://openalex.org/W4409378417,True
Digital applications unlock remote sensing AI foundation models for scalable environmental monitoring,2025,8,10.3389/fclim.2025.1520242,Frontiers in Climate,Benjamin Strong; Edward Boyda; Cameron Kruse,1.0,prithvi,https://doi.org/10.3389/fclim.2025.1520242,https://www.frontiersin.org/journals/climate/articles/10.3389/fclim.2025.1520242/pdf,https://doi.org/10.3389/fclim.2025.1520242,https://openalex.org/W4410522179,True
Masked Modeling for Self-supervised Representation Learning on Vision and Beyond,2023,7,10.48550/arxiv.2401.00897,arXiv (Cornell University),Siyuan Li; Luyuan Zhang; Zedong Wang,1.0,satmae_scalemae,https://doi.org/10.48550/arxiv.2401.00897,https://arxiv.org/pdf/2401.00897,http://arxiv.org/abs/2401.00897,https://openalex.org/W4390573197,True
Disruptive Autoencoders: Leveraging Low-level features for 3D Medical Image Pre-training,2023,5,10.48550/arxiv.2307.16896,arXiv (Cornell University),Jeya Maria Jose Valanarasu; Yucheng Tang; Dong Yang,1.0,satmae_scalemae,https://doi.org/10.48550/arxiv.2307.16896,https://arxiv.org/pdf/2307.16896,http://arxiv.org/abs/2307.16896,https://openalex.org/W4385474648,True
Research on Protective Forest Change Detection in Aral City Based on Deep Learning,2025,2,10.3390/f16050775,Forests,Pengshuai Liu; Xiaojun Yin; Mingrui Ding,1.0,russian_olive,https://doi.org/10.3390/f16050775,https://www.mdpi.com/1999-4907/16/5/775/pdf?version=1746262595,https://doi.org/10.3390/f16050775,https://openalex.org/W4410070924,True
GAIR: Location-aware self-supervised contrastive pre-training with geo-aligned implicit representations,2026,2,10.1016/j.isprsjprs.2026.04.035,ISPRS Journal of Photogrammetry and Remote Sensing,Zeping Liu; Fan Zhang; Junfeng Jiao,1.0,prithvi,https://doi.org/10.1016/j.isprsjprs.2026.04.035,https://arxiv.org/pdf/2503.16683,http://arxiv.org/abs/2503.16683,https://openalex.org/W4417150304,True
Rethinking Transformers Pre-training for Multi-Spectral Satellite Imagery,2024,2,10.48550/arxiv.2403.05419,arXiv (Cornell University),Mubashir Noman; Muzammal Naseer; Hisham Cholakkal,1.0,satmae_scalemae,https://doi.org/10.48550/arxiv.2403.05419,https://arxiv.org/pdf/2403.05419,http://arxiv.org/abs/2403.05419,https://openalex.org/W4392682312,True
Foundation Models in Remote Sensing: Evolving from unimodality to multimodality,2026,1,10.1109/mgrs.2026.3669086,IEEE Geoscience and Remote Sensing Magazine,Danfeng Hong; Chenyu Li; Xuyang Li,1.0,prithvi,https://doi.org/10.1109/mgrs.2026.3669086,https://arxiv.org/pdf/2603.00988,http://arxiv.org/abs/2603.00988,https://openalex.org/W7133348235,True
"A Metaverse: Taxonomy, Components, Applications, and Open Challenges",2022,1777,10.1109/access.2021.3140175,IEEE Access,Sangmin Park; Young‐Gab Kim,0.5,fewshot_species_rs,https://doi.org/10.1109/access.2021.3140175,https://ieeexplore.ieee.org/ielx7/6287639/9668973/09667507.pdf,https://doi.org/10.1109/access.2021.3140175,https://openalex.org/W4206484811,True
"Hyperspectral Imaging: A Review on UAV-Based Sensors, Data Processing and Applications for Agriculture and Forestry",2017,1277,10.3390/rs9111110,Remote Sensing,Telmo Adão; Jonáš Hruška; Luís Pádua,0.5,fewshot_species_rs,https://doi.org/10.3390/rs9111110,https://www.mdpi.com/2072-4292/9/11/1110/pdf?version=1509505848,https://doi.org/10.3390/rs9111110,https://openalex.org/W2765366036,True
"Deep learning modelling techniques: current progress, applications, advantages, and challenges",2023,985,10.1007/s10462-023-10466-8,Artificial Intelligence Review,Shams Forruque Ahmed; Md. Sakib Bin Alam; Maruf Hassan,0.5,weak_supervision_rs,https://doi.org/10.1007/s10462-023-10466-8,https://link.springer.com/content/pdf/10.1007/s10462-023-10466-8.pdf,https://doi.org/10.1007/s10462-023-10466-8,https://openalex.org/W4366091323,True
"Remote Sensing Image Scene Classification Meets Deep Learning: Challenges, Methods, Benchmarks, and Opportunities",2020,968,10.1109/jstars.2020.3005403,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,Gong Cheng; Xingxing Xie; Junwei Han,0.5,weak_supervision_rs,https://doi.org/10.1109/jstars.2020.3005403,https://ieeexplore.ieee.org/ielx7/4609443/8994817/09127795.pdf,https://doi.org/10.1109/jstars.2020.3005403,https://openalex.org/W3022140654,True
Deep Learning-Based Change Detection in Remote Sensing Images: A Review,2022,385,10.3390/rs14040871,Remote Sensing,Ayesha Shafique; Guo Cao; Zia U. Khan,0.5,weak_supervision_rs,https://doi.org/10.3390/rs14040871,https://www.mdpi.com/2072-4292/14/4/871/pdf?version=1645431892,https://doi.org/10.3390/rs14040871,https://openalex.org/W4213124617,True
Framing the concept of satellite remote sensing essential biodiversity variables: challenges and future directions,2016,319,10.1002/rse2.15,Remote Sensing in Ecology and Conservation,Nathalie Pettorelli; Martin Wegmann; Andrew K. Skidmore,0.5,invasive_phenology_ts,https://doi.org/10.1002/rse2.15,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/rse2.15,https://doi.org/10.1002/rse2.15,https://openalex.org/W2322750819,True
Landslide Susceptibility Prediction Based on Remote Sensing Images and GIS: Comparisons of Supervised and Unsupervised Machine Learning Models,2020,279,10.3390/rs12030502,Remote Sensing,Zhilu Chang; Zhen Du; Fan Zhang,0.5,weak_supervision_rs,https://doi.org/10.3390/rs12030502,https://www.mdpi.com/2072-4292/12/3/502/pdf?version=1580884749,https://doi.org/10.3390/rs12030502,https://openalex.org/W3004932743,True
Domain Adaptation in Remote Sensing Image Classification: A Survey,2022,195,10.1109/jstars.2022.3220875,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,Jiangtao Peng; Yi Huang; Weiwei Sun,0.5,weak_supervision_rs,https://doi.org/10.1109/jstars.2022.3220875,https://ieeexplore.ieee.org/ielx7/4609443/4609444/09944086.pdf,https://doi.org/10.1109/jstars.2022.3220875,https://openalex.org/W4312954132,True
Annual Irrigation Dynamics in the U.S. Northern High Plains Derived from Landsat Satellite Data,2017,180,10.1002/2017gl074071,Geophysical Research Letters,Jillian M. Deines; A. D. Kendall; D. W. Hyndman,0.5,dryland_riparian_change,https://doi.org/10.1002/2017gl074071,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/2017GL074071,https://doi.org/10.1002/2017gl074071,https://openalex.org/W2751629929,True
"A geospatial analysis of multi-hazard risk in Dharan, Nepal",2020,140,10.1080/19475705.2019.1710580,Geomatics Natural Hazards and Risk,Sanam K. Aksha; Lynn M. Resler; Luke Juran,0.5,fm_riparian,https://doi.org/10.1080/19475705.2019.1710580,https://www.tandfonline.com/doi/pdf/10.1080/19475705.2019.1710580?needAccess=true,https://doi.org/10.1080/19475705.2019.1710580,https://openalex.org/W3002524248,True
Remote Monitoring of Forest Insect Defoliation -A Review-,2013,119,10.5424/fs/2013223-04417,Forest Systems,Cristóbal Daniel Rullán-Silva; Adriana E. Olthoff; J.A. Delgado de la Mata,0.5,tamarisk_phenology,https://doi.org/10.5424/fs/2013223-04417,https://revistas.inia.es/index.php/fs/article/download/4417/1938,https://doi.org/10.5424/fs/2013223-04417,https://openalex.org/W2145413250,True
Land Use and Land Cover Classification Meets Deep Learning: A Review,2023,103,10.3390/s23218966,Sensors,Shengyu Zhao; Kaiwen Tu; Shutong Ye,0.5,weak_supervision_rs,https://doi.org/10.3390/s23218966,https://www.mdpi.com/1424-8220/23/21/8966/pdf?version=1699091888,https://doi.org/10.3390/s23218966,https://openalex.org/W4388333579,True
Drought onset and propagation into soil moisture and grassland vegetation responses during the 2012–2019 major drought in Southern California,2021,83,10.5194/hess-25-3713-2021,Hydrology and earth system sciences,Maria Magdalena Warter; Michael Bliss Singer; Mark Cuthbert,0.5,dryland_riparian_change,https://doi.org/10.5194/hess-25-3713-2021,https://hess.copernicus.org/articles/25/3713/2021/hess-25-3713-2021.pdf,https://doi.org/10.5194/hess-25-3713-2021,https://openalex.org/W3090200213,True
Actual Evapotranspiration (Water Use) Assessment of the Colorado River Basin at the Landsat Resolution Using the Operational Simplified Surface Energy Balance Model,2013,74,10.3390/rs6010233,Remote Sensing,R. K. Singh; G. B. Senay; Naga Manohar Velpuri,0.5,dryland_riparian_change,https://doi.org/10.3390/rs6010233,https://www.mdpi.com/2072-4292/6/1/233/pdf?version=1403135551,https://doi.org/10.3390/rs6010233,https://openalex.org/W2038682668,True
Detection of Shelterbelt Density Change Using Historic APFO and NAIP Aerial Imagery,2019,16,10.3390/rs11030218,Remote Sensing,Morgen W. V. Burke; Brad Rundquist; Haochi Zheng,0.5,russian_olive,https://doi.org/10.3390/rs11030218,https://www.mdpi.com/2072-4292/11/3/218/pdf?version=1549885882,https://doi.org/10.3390/rs11030218,https://openalex.org/W2915038228,True
"Wild Olive Trees Extent in Al-Baha Region, Saudi Arabia According to Trees’ Age, Health, and Clustering Status",2021,1,10.24203/ajas.v9i1.6485,Asian Journal of Applied Sciences,Abdullah Saleh Al-Ghamdi,0.5,russian_olive,https://doi.org/10.24203/ajas.v9i1.6485,https://ajouronline.com/index.php/AJAS/article/download/6485/3589,https://doi.org/10.24203/ajas.v9i1.6485,https://openalex.org/W3134197158,True
A survey of uncertainty in deep neural networks,2023,1199,10.1007/s10462-023-10562-9,Artificial Intelligence Review,Jakob Gawlikowski; Cedrique Rovile Njieutcheu Tassi; Mohsin Ali,0.0,weak_supervision_rs,https://doi.org/10.1007/s10462-023-10562-9,https://link.springer.com/content/pdf/10.1007/s10462-023-10562-9.pdf,https://doi.org/10.1007/s10462-023-10562-9,https://openalex.org/W3183048323,True
Support Vector Machine Versus Random Forest for Remote Sensing Image Classification: A Meta-Analysis and Systematic Review,2020,1064,10.1109/jstars.2020.3026724,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,Mohammadreza Sheykhmousa; Masoud Mahdianpari; Hamid Ghanbari,0.0,fm_finetune_seg,https://doi.org/10.1109/jstars.2020.3026724,https://ieeexplore.ieee.org/ielx7/4609443/8994817/09206124.pdf,https://doi.org/10.1109/jstars.2020.3026724,https://openalex.org/W3088162569,True
Machine Learning Applications for Precision Agriculture: A Comprehensive Review,2020,1043,10.1109/access.2020.3048415,IEEE Access,Abhinav Sharma; Arpit Jain; Prateek Gupta,0.0,weak_supervision_rs,https://doi.org/10.1109/access.2020.3048415,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09311735.pdf,https://doi.org/10.1109/access.2020.3048415,https://openalex.org/W3120697286,True
Explainable Machine Learning for Scientific Insights and Discoveries,2020,983,10.1109/access.2020.2976199,IEEE Access,Ribana Roscher; Bastian Bohn; Marco F. Duarte,0.0,weak_supervision_rs,https://doi.org/10.1109/access.2020.2976199,https://ieeexplore.ieee.org/ielx7/6287639/8948470/09007737.pdf,https://doi.org/10.1109/access.2020.2976199,https://openalex.org/W2945526235,True
Deep Residual Learning for Image Recognition: A Survey,2022,949,10.3390/app12188972,Applied Sciences,Muhammad Shafiq; Zhaoquan Gu,0.0,fewshot_species_rs,https://doi.org/10.3390/app12188972,https://www.mdpi.com/2076-3417/12/18/8972/pdf?version=1662547655,https://doi.org/10.3390/app12188972,https://openalex.org/W4295122555,True
